Customer ID,Recency,Frequency,Monetary,M_score,F_score,R_score,Score,Segment
13995,14,9,2508,5,4,5,545,Champions
13996,21,2,895,3,2,4,423,Potential Loyalists
13997,154,3,382,2,3,2,232,Hibernating
13998,81,3,566,3,3,2,233,Hibernating
13999,9,17,5600,5,4,5,545,Champions
14000,49,4,1410,4,3,3,334,Regular Customers
14001,8,7,2487,5,4,5,545,Champions
14003,367,1,209,1,1,1,111,Lost Customers
14004,28,4,1675,4,3,4,434,Potential Loyalists
14006,163,4,1234,4,3,2,234,Hibernating
14007,147,1,79,1,1,2,211,Lost Customers
14008,67,1,509,3,1,3,313,Regular Customers
14009,97,1,404,2,1,2,212,Lost Customers
14010,200,2,445,2,2,1,122,Hibernating
14011,115,2,457,2,2,2,222,Hibernating
14013,15,2,611,3,2,4,423,Potential Loyalists
14014,11,2,1443,4,2,5,524,Potential Loyalists
14016,31,7,7062,5,4,4,445,Loyal Customers
14017,206,1,229,1,1,1,111,Lost Customers
14018,280,1,367,2,1,1,112,Lost Customers
14020,111,2,606,3,2,2,223,Hibernating
14021,9,4,1084,4,3,5,534,Potential Loyalists
14022,121,1,352,2,1,2,212,Lost Customers
14024,25,1,318,2,1,4,412,New Customers
14025,99,8,4057,5,4,2,245,At Risk
14026,105,2,713,3,2,2,223,Hibernating
14028,185,3,10396,5,3,1,135,Hibernating
14030,1,14,5902,5,4,5,545,Champions
14031,0,27,23712,5,5,5,555,Champions
14032,1,6,1874,4,4,5,544,Champions
14033,190,1,109,1,1,1,111,Lost Customers
14035,41,4,1428,4,3,3,334,Regular Customers
14037,113,4,689,3,3,2,233,Hibernating
14038,32,2,1509,4,2,4,424,Potential Loyalists
14039,210,1,115,1,1,1,111,Lost Customers
14040,21,23,9030,5,5,4,455,Loyal Customers
14042,360,1,431,2,1,1,112,Lost Customers
14043,126,2,304,2,2,2,222,Hibernating
14044,53,6,2470,5,4,3,345,Regular Customers
14045,8,13,9653,5,4,5,545,Champions
14047,7,10,2946,5,4,5,545,Champions
14048,17,2,338,2,2,4,422,Potential Loyalists
14049,22,9,7557,5,4,4,445,Loyal Customers
14051,1,15,6823,5,4,5,545,Champions
14052,25,1,255,2,1,4,412,New Customers
14053,32,2,312,2,2,4,422,Potential Loyalists
14055,212,2,795,3,2,1,123,Hibernating
14057,16,5,2190,5,3,4,435,Potential Loyalists
14058,97,2,469,2,2,2,222,Hibernating
14060,1,13,3378,5,4,5,545,Champions
14061,142,3,917,3,3,2,233,Hibernating
14062,9,12,15139,5,4,5,545,Champions
14063,73,9,22710,5,4,2,245,At Risk
14064,65,10,1978,4,4,3,344,Regular Customers
14065,24,3,891,3,3,4,433,Potential Loyalists
14068,238,3,1262,4,3,1,134,Hibernating
14069,149,2,230,1,2,2,221,Hibernating
14070,319,1,326,2,1,1,112,Lost Customers
14072,301,1,390,2,1,1,112,Lost Customers
14074,258,1,219,1,1,1,111,Lost Customers
14075,38,3,792,3,3,3,333,Regular Customers
14077,30,1,115,1,1,4,411,New Customers
14078,8,4,643,3,3,5,533,Potential Loyalists
14079,317,1,243,1,1,1,111,Lost Customers
14080,48,4,1070,4,3,3,334,Regular Customers
14081,4,9,4435,5,4,5,545,Champions
14082,27,1,231,1,1,4,411,New Customers
14083,6,3,388,2,3,5,532,Potential Loyalists
14084,147,1,150,1,1,2,211,Lost Customers
14085,3,16,5656,5,4,5,545,Champions
14086,97,1,39,1,1,2,211,Lost Customers
14087,39,2,651,3,2,3,323,Regular Customers
14088,41,3,13544,5,3,3,335,Regular Customers
14091,289,2,9530,5,2,1,125,Hibernating
14092,9,10,3152,5,4,5,545,Champions
14094,74,1,335,2,1,2,212,Lost Customers
14095,357,1,2,1,1,1,111,Lost Customers
14097,116,2,422,2,2,2,222,Hibernating
14099,10,9,2661,5,4,5,545,Champions
14101,23,7,3985,5,4,4,445,Loyal Customers
14103,300,1,0,1,1,1,111,Lost Customers
14104,24,3,555,3,3,4,433,Potential Loyalists
14105,43,4,4722,5,3,3,335,Regular Customers
14106,372,1,214,1,1,1,111,Lost Customers
14107,83,4,2174,5,3,2,235,Hibernating
14108,366,2,447,2,2,1,122,Hibernating
14110,70,21,7304,5,5,3,355,Regular Customers
14112,86,6,2919,5,4,2,245,At Risk
14113,10,12,5252,5,4,5,545,Champions
14114,30,5,977,3,3,4,433,Potential Loyalists
14115,136,2,622,3,2,2,223,Hibernating
14118,63,1,458,2,1,3,312,Regular Customers
14119,10,2,183,1,2,5,521,Potential Loyalists
14122,41,3,362,2,3,3,332,Regular Customers
14123,368,1,436,2,1,1,112,Lost Customers
14126,79,1,466,2,1,2,212,Lost Customers
14127,15,3,1190,4,3,4,434,Potential Loyalists
14128,186,1,286,2,1,1,112,Lost Customers
14129,34,4,1467,4,3,4,434,Potential Loyalists
14130,10,3,1398,4,3,5,534,Potential Loyalists
14131,283,1,187,1,1,1,111,Lost Customers
14133,368,1,305,2,1,1,112,Lost Customers
14134,17,15,11123,5,4,4,445,Loyal Customers
14135,2,11,4953,5,4,5,545,Champions
14136,35,5,1570,4,3,4,434,Potential Loyalists
14137,330,1,332,2,1,1,112,Lost Customers
14139,125,3,670,3,3,2,233,Hibernating
14142,8,2,671,3,2,5,523,Potential Loyalists
14144,121,1,30,1,1,2,211,Lost Customers
14145,94,3,3857,5,3,2,235,Hibernating
14146,18,7,5259,5,4,4,445,Loyal Customers
14147,23,7,2106,4,4,4,444,Loyal Customers
14148,49,1,309,2,1,3,312,Regular Customers
14151,308,2,679,3,2,1,123,Hibernating
14152,22,5,1376,4,3,4,434,Potential Loyalists
14153,118,1,233,1,1,2,211,Lost Customers
14154,16,6,5115,5,4,4,445,Loyal Customers
14156,6,102,196566,5,5,5,555,Champions
14157,24,3,569,3,3,4,433,Potential Loyalists
14159,14,9,3245,5,4,5,545,Champions
14160,245,7,8421,5,4,1,145,At Risk
14161,4,5,2208,5,3,5,535,Potential Loyalists
14163,97,1,148,1,1,2,211,Lost Customers
14166,140,2,256,2,2,2,222,Hibernating
14167,99,4,721,3,3,2,233,Hibernating
14168,55,2,370,2,2,3,322,Regular Customers
14169,65,2,624,3,2,3,323,Regular Customers
14170,10,3,597,3,3,5,533,Potential Loyalists
14171,365,1,135,1,1,1,111,Lost Customers
14172,240,3,402,2,3,1,132,Hibernating
14173,276,2,135,1,2,1,121,Hibernating
14175,53,5,4456,5,3,3,335,Regular Customers
14176,2,2,339,2,2,5,522,Potential Loyalists
14177,16,9,1669,4,4,4,444,Loyal Customers
14180,7,9,1570,4,4,5,544,Champions
14181,45,2,310,2,2,3,322,Regular Customers
14182,78,4,678,3,3,2,233,Hibernating
14183,46,2,286,2,2,3,322,Regular Customers
14186,62,5,1550,4,3,3,334,Regular Customers
14187,108,1,123,1,1,2,211,Lost Customers
14189,3,2,1160,4,2,5,524,Potential Loyalists
14190,301,1,79,1,1,1,111,Lost Customers
14191,29,2,132,1,2,4,421,Potential Loyalists
14192,23,1,293,2,1,4,412,New Customers
14193,31,1,356,2,1,4,412,New Customers
14194,27,15,7321,5,4,4,445,Loyal Customers
14195,74,4,1603,4,3,2,234,Hibernating
14197,45,1,390,2,1,3,312,Regular Customers
14198,35,5,868,3,3,4,433,Potential Loyalists
14199,58,3,906,3,3,3,333,Regular Customers
14200,252,1,379,2,1,1,112,Lost Customers
14201,44,3,446,2,3,3,332,Regular Customers
14202,16,3,847,3,3,4,433,Potential Loyalists
14203,32,1,339,2,1,4,412,New Customers
14204,57,3,901,3,3,3,333,Regular Customers
14205,29,7,1947,4,4,4,444,Loyal Customers
14206,23,2,856,3,2,4,423,Potential Loyalists
14207,322,1,157,1,1,1,111,Lost Customers
14208,186,1,415,2,1,1,112,Lost Customers
14209,20,9,2919,5,4,4,445,Loyal Customers
14210,6,11,3955,5,4,5,545,Champions
14211,46,9,2161,5,4,3,345,Regular Customers
14212,80,1,1119,4,1,2,214,Lost Customers
14213,39,1,1192,4,1,3,314,Regular Customers
14215,3,4,1626,4,3,5,534,Potential Loyalists
14216,49,1,310,2,1,3,312,Regular Customers
14217,1,7,1411,4,4,5,544,Champions
14219,44,2,543,3,2,3,323,Regular Customers
14220,202,2,882,3,2,1,123,Hibernating
14221,84,8,3084,5,4,2,245,At Risk
14224,25,5,847,3,3,4,433,Potential Loyalists
14225,69,4,2037,4,3,3,334,Regular Customers
14226,76,1,770,3,1,2,213,Lost Customers
14227,49,5,3017,5,3,3,335,Regular Customers
14228,72,3,745,3,3,2,233,Hibernating
14229,38,4,1046,4,3,3,334,Regular Customers
14230,70,3,979,3,3,3,333,Regular Customers
14231,85,1,309,2,1,2,212,Lost Customers
14233,100,3,1441,4,3,2,234,Hibernating
14235,133,4,1573,4,3,2,234,Hibernating
14236,7,4,1253,4,3,5,534,Potential Loyalists
14237,8,2,471,2,2,5,522,Potential Loyalists
14238,297,2,287,2,2,1,122,Hibernating
14239,66,10,1882,4,4,3,344,Regular Customers
14240,58,1,357,2,1,3,312,Regular Customers
14241,331,1,120,1,1,1,111,Lost Customers
14243,0,8,4842,5,4,5,545,Champions
14244,295,1,366,2,1,1,112,Lost Customers
14247,39,4,635,3,3,3,333,Regular Customers
14248,94,2,730,3,2,2,223,Hibernating
14249,45,12,5625,5,4,3,345,Regular Customers
14252,16,1,350,2,1,4,412,New Customers
14253,128,2,363,2,2,2,222,Hibernating
14254,67,1,601,3,1,3,313,Regular Customers
14255,181,1,1000,4,1,1,114,Lost Customers
14256,126,3,1504,4,3,2,234,Hibernating
14257,15,4,2854,5,3,4,435,Potential Loyalists
14258,30,16,19381,5,4,4,445,Loyal Customers
14260,106,3,824,3,3,2,233,Hibernating
14263,58,1,322,2,1,3,312,Regular Customers
14264,14,4,1183,4,3,5,534,Potential Loyalists
14265,99,2,843,3,2,2,223,Hibernating
14266,63,1,40,1,1,3,311,Regular Customers
14268,105,1,354,2,1,2,212,Lost Customers
14269,74,1,295,2,1,2,212,Lost Customers
14271,44,1,106,1,1,3,311,Regular Customers
14272,197,2,482,2,2,1,122,Hibernating
14274,321,1,256,2,1,1,112,Lost Customers
14275,30,6,1189,4,4,4,444,Loyal Customers
14276,42,4,982,3,3,3,333,Regular Customers
14277,46,6,13009,5,4,3,345,Regular Customers
14278,44,1,205,1,1,3,311,Regular Customers
14279,155,2,191,1,2,2,221,Hibernating
14281,43,1,245,1,1,3,311,Regular Customers
14282,2,11,4120,5,4,5,545,Champions
14283,98,4,628,3,3,2,233,Hibernating
14284,288,1,704,3,1,1,113,Lost Customers
14285,148,4,1374,4,3,2,234,Hibernating
14286,39,4,3851,5,3,3,335,Regular Customers
14290,48,3,2201,5,3,3,335,Regular Customers
14291,15,12,4020,5,4,4,445,Loyal Customers
14292,45,7,4354,5,4,3,345,Regular Customers
14293,3,6,2221,5,4,5,545,Champions
14294,42,1,375,2,1,3,312,Regular Customers
14295,73,4,2196,5,3,2,235,Hibernating
14296,56,2,456,2,2,3,322,Regular Customers
14298,10,38,39667,5,5,5,555,Champions
14299,0,19,10533,5,4,5,545,Champions
14301,51,3,1352,4,3,3,334,Regular Customers
14302,65,3,742,3,3,3,333,Regular Customers
14303,42,2,277,2,2,3,322,Regular Customers
14304,14,2,1341,4,2,5,524,Potential Loyalists
14306,13,4,1058,4,3,5,534,Potential Loyalists
14307,8,5,2075,4,3,5,534,Potential Loyalists
14308,184,2,1147,4,2,1,124,Hibernating
14309,48,2,1428,4,2,3,324,Regular Customers
14310,67,1,492,2,1,3,312,Regular Customers
14311,202,1,206,1,1,1,111,Lost Customers
14312,13,5,1478,4,3,5,534,Potential Loyalists
14314,65,1,109,1,1,3,311,Regular Customers
14315,199,2,716,3,2,1,123,Hibernating
14316,57,5,1370,4,3,3,334,Regular Customers
14318,95,1,158,1,1,2,211,Lost Customers
14319,59,1,494,2,1,3,312,Regular Customers
14320,181,3,868,3,3,1,133,Hibernating
14321,66,2,687,3,2,3,323,Regular Customers
14322,64,4,474,2,3,3,332,Regular Customers
14324,44,2,701,3,2,3,323,Regular Customers
14325,204,1,245,1,1,1,111,Lost Customers
14326,98,2,757,3,2,2,223,Hibernating
14327,17,5,1583,4,3,4,434,Potential Loyalists
14328,73,1,445,2,1,2,212,Lost Customers
14329,10,8,4912,5,4,5,545,Champions
14330,258,1,200,1,1,1,111,Lost Customers
14332,16,2,1077,4,2,4,424,Potential Loyalists
14334,60,4,1766,4,3,3,334,Regular Customers
14338,171,1,339,2,1,2,212,Lost Customers
14339,63,1,310,2,1,3,312,Regular Customers
14341,55,10,2285,5,4,3,345,Regular Customers
14342,67,2,249,1,2,3,321,Regular Customers
14343,56,4,1088,4,3,3,334,Regular Customers
14344,2,14,2443,5,4,5,545,Champions
14346,60,3,1294,4,3,3,334,Regular Customers
14347,371,1,82,1,1,1,111,Lost Customers
14350,15,2,689,3,2,4,423,Potential Loyalists
14353,45,2,285,2,2,3,322,Regular Customers
14355,0,3,840,3,3,5,533,Potential Loyalists
14358,24,2,400,2,2,4,422,Potential Loyalists
14361,213,1,214,1,1,1,111,Lost Customers
14363,37,2,227,1,2,3,321,Regular Customers
14365,29,2,634,3,2,4,423,Potential Loyalists
14366,160,1,136,1,1,2,211,Lost Customers
14369,277,2,469,2,2,1,122,Hibernating
14370,85,6,1175,4,4,2,244,At Risk
14372,78,2,860,3,2,2,223,Hibernating
14374,176,1,108,1,1,1,111,Lost Customers
14375,85,2,875,3,2,2,223,Hibernating
14376,318,1,215,1,1,1,111,Lost Customers
14378,256,1,131,1,1,1,111,Lost Customers
14379,28,2,920,3,2,4,423,Potential Loyalists
14380,317,1,48,1,1,1,111,Lost Customers
14381,86,1,428,2,1,2,212,Lost Customers
14382,25,1,620,3,1,4,413,New Customers
14384,135,1,58,1,1,2,211,Lost Customers
14388,7,9,3488,5,4,5,545,Champions
14389,59,3,854,3,3,3,333,Regular Customers
14390,7,5,1747,4,3,5,534,Potential Loyalists
14391,211,1,135,1,1,1,111,Lost Customers
14392,67,1,266,2,1,3,312,Regular Customers
14394,199,1,93,1,1,1,111,Lost Customers
14395,7,12,4700,5,4,5,545,Champions
14396,6,6,1633,4,4,5,544,Champions
14398,36,2,707,3,2,3,323,Regular Customers
14399,29,8,2113,4,4,4,444,Loyal Customers
14400,43,2,1157,4,2,3,324,Regular Customers
14401,59,9,2744,5,4,3,345,Regular Customers
14402,287,1,285,2,1,1,112,Lost Customers
14403,224,2,404,2,2,1,122,Hibernating
14404,4,8,1424,4,4,5,544,Champions
14405,21,1,195,1,1,4,411,New Customers
14408,106,4,1503,4,3,2,234,Hibernating
14409,3,5,1696,4,3,5,534,Potential Loyalists
14410,11,2,1546,4,2,5,524,Potential Loyalists
14412,59,1,656,3,1,3,313,Regular Customers
14413,45,3,647,3,3,3,333,Regular Customers
14414,9,1,902,3,1,5,513,New Customers
14415,14,10,6191,5,4,5,545,Champions
14417,22,1,604,3,1,4,413,New Customers
14419,17,1,202,1,1,4,411,New Customers
14420,31,3,1251,4,3,4,434,Potential Loyalists
14421,147,4,1656,4,3,2,234,Hibernating
14422,9,13,6007,5,4,5,545,Champions
14423,72,2,651,3,2,2,223,Hibernating
14425,69,3,661,3,3,3,333,Regular Customers
14426,38,7,7246,5,4,3,345,Regular Customers
14427,129,2,900,3,2,2,223,Hibernating
14429,38,1,516,3,1,3,313,Regular Customers
14430,146,3,1220,4,3,2,234,Hibernating
14431,14,3,2143,4,3,5,534,Potential Loyalists
14433,100,1,289,2,1,2,212,Lost Customers
14435,136,1,90,1,1,2,211,Lost Customers
14436,188,1,182,1,1,1,111,Lost Customers
14437,0,5,895,3,3,5,533,Potential Loyalists
14439,78,4,6781,5,3,2,235,Hibernating
14440,0,9,4281,5,4,5,545,Champions
14441,9,7,2898,5,4,5,545,Champions
14442,49,5,3777,5,3,3,335,Regular Customers
14443,3,2,966,3,2,5,523,Potential Loyalists
14444,91,1,132,1,1,2,211,Lost Customers
14445,90,1,221,1,1,2,211,Lost Customers
14446,21,1,201,1,1,4,411,New Customers
14447,35,1,548,3,1,4,413,New Customers
14449,7,5,1575,4,3,5,534,Potential Loyalists
14450,14,4,645,3,3,5,533,Potential Loyalists
14451,24,10,2646,5,4,4,445,Loyal Customers
14452,30,2,401,2,2,4,422,Potential Loyalists
14454,11,5,977,3,3,5,533,Potential Loyalists
14455,67,4,628,3,3,3,333,Regular Customers
14458,15,1,237,1,1,4,411,New Customers
14459,286,1,3537,5,1,1,115,Lost Customers
14460,31,6,659,3,4,4,443,Loyal Customers
14461,17,10,4610,5,4,4,445,Loyal Customers
14462,67,1,265,2,1,3,312,Regular Customers
14463,134,1,256,2,1,2,212,Lost Customers
14464,203,2,111,1,2,1,121,Hibernating
14465,63,8,2887,5,4,3,345,Regular Customers
14466,7,7,2374,5,4,5,545,Champions
14467,24,8,1622,4,4,4,444,Loyal Customers
14468,368,1,204,1,1,1,111,Lost Customers
14469,51,4,2112,4,3,3,334,Regular Customers
14470,65,1,250,1,1,3,311,Regular Customers
14471,226,2,400,2,2,1,122,Hibernating
14472,324,1,291,2,1,1,112,Lost Customers
14474,214,1,730,3,1,1,113,Lost Customers
14475,43,1,225,1,1,3,311,Regular Customers
14477,71,3,660,3,3,2,233,Hibernating
14478,17,4,1276,4,3,4,434,Potential Loyalists
14479,0,3,982,3,3,5,533,Potential Loyalists
14480,37,3,1020,4,3,3,334,Regular Customers
14481,42,3,1674,4,3,3,334,Regular Customers
14482,14,6,2289,5,4,5,545,Champions
14483,371,1,120,1,1,1,111,Lost Customers
14484,36,3,749,3,3,3,333,Regular Customers
14486,146,2,175,1,2,2,221,Hibernating
14487,3,2,257,2,2,5,522,Potential Loyalists
14489,72,3,1111,4,3,2,234,Hibernating
14490,41,2,1273,4,2,3,324,Regular Customers
14491,7,1,127,1,1,5,511,New Customers
14492,65,7,1921,4,4,3,344,Regular Customers
14493,25,5,2746,5,3,4,435,Potential Loyalists
14494,36,2,261,2,2,3,322,Regular Customers
14495,294,1,51,1,1,1,111,Lost Customers
14496,8,6,2129,4,4,5,544,Champions
14497,308,1,221,1,1,1,111,Lost Customers
14498,36,5,1953,4,3,3,334,Regular Customers
14499,9,4,1323,4,3,5,534,Potential Loyalists
14505,39,11,6096,5,4,3,345,Regular Customers
14506,4,3,1278,4,3,5,534,Potential Loyalists
14507,13,5,1901,4,3,5,534,Potential Loyalists
14508,11,3,598,3,3,5,533,Potential Loyalists
14509,169,1,110,1,1,2,211,Lost Customers
14510,10,3,1007,4,3,5,534,Potential Loyalists
14512,18,5,948,3,3,4,433,Potential Loyalists
14513,71,3,332,2,3,2,232,Hibernating
14514,71,6,3543,5,4,2,245,At Risk
14515,22,6,1647,4,4,4,444,Loyal Customers
14516,151,1,163,1,1,2,211,Lost Customers
14519,318,2,206,1,2,1,121,Hibernating
14521,126,1,199,1,1,2,211,Lost Customers
14522,230,4,784,3,3,1,133,Hibernating
14524,44,4,1066,4,3,3,334,Regular Customers
14525,63,8,3908,5,4,3,345,Regular Customers
14526,24,1,262,2,1,4,412,New Customers
14527,0,69,19283,5,5,5,555,Champions
14530,31,10,3271,5,4,4,445,Loyal Customers
14531,114,1,376,2,1,2,212,Lost Customers
14532,46,7,2926,5,4,3,345,Regular Customers
14533,42,4,1516,4,3,3,334,Regular Customers
14534,32,8,1824,4,4,4,444,Loyal Customers
14535,30,6,3166,5,4,4,445,Loyal Customers
14537,258,1,285,2,1,1,112,Lost Customers
14538,165,3,982,3,3,2,233,Hibernating
14540,14,8,2799,5,4,5,545,Champions
14541,51,6,1038,4,4,3,344,Regular Customers
14543,15,23,11276,5,5,4,455,Loyal Customers
14544,105,1,957,3,1,2,213,Lost Customers
14545,309,1,349,2,1,1,112,Lost Customers
14546,11,6,2619,5,4,5,545,Champions
14548,119,7,1974,4,4,2,244,At Risk
14549,55,3,627,3,3,3,333,Regular Customers
14550,23,2,587,3,2,4,423,Potential Loyalists
14551,46,5,693,3,3,3,333,Regular Customers
14552,15,2,346,2,2,4,422,Potential Loyalists
14553,46,4,982,3,3,3,333,Regular Customers
14555,16,4,1991,4,3,4,434,Potential Loyalists
14556,231,3,835,3,3,1,133,Hibernating
14558,289,3,655,3,3,1,133,Hibernating
14559,25,1,75,1,1,4,411,New Customers
14560,14,22,3876,5,5,5,555,Champions
14562,25,8,1654,4,4,4,444,Loyal Customers
14563,144,2,679,3,2,2,223,Hibernating
14564,69,2,2605,5,2,3,325,Regular Customers
14565,108,1,760,3,1,2,213,Lost Customers
14566,52,3,2660,5,3,3,335,Regular Customers
14568,70,1,919,3,1,3,313,Regular Customers
14569,87,3,371,2,3,2,232,Hibernating
14570,78,1,395,2,1,2,212,Lost Customers
14571,60,1,161,1,1,3,311,Regular Customers
14572,52,4,2782,5,3,3,335,Regular Customers
14573,7,5,968,3,3,5,533,Potential Loyalists
14574,367,1,143,1,1,1,111,Lost Customers
14575,123,1,460,2,1,2,212,Lost Customers
14576,7,1,35,1,1,5,511,New Customers
14577,29,3,514,3,3,4,433,Potential Loyalists
14579,67,1,105,1,1,3,311,Regular Customers
14580,153,1,14,1,1,2,211,Lost Customers
14581,179,1,295,2,1,1,112,Lost Customers
14583,18,3,728,3,3,4,433,Potential Loyalists
14584,56,4,705,3,3,3,333,Regular Customers
14585,17,4,986,3,3,4,433,Potential Loyalists
14588,213,1,135,1,1,1,111,Lost Customers
14589,6,1,39,1,1,5,511,New Customers
14590,59,20,3006,5,4,3,345,Regular Customers
14593,32,9,3094,5,4,4,445,Loyal Customers
14594,8,1,255,2,1,5,512,New Customers
14595,88,2,423,2,2,2,222,Hibernating
14596,261,1,229,1,1,1,111,Lost Customers
14597,14,4,1318,4,3,5,534,Potential Loyalists
14598,204,1,162,1,1,1,111,Lost Customers
14599,25,2,474,2,2,4,422,Potential Loyalists
14600,28,1,471,2,1,4,412,New Customers
14602,291,1,205,1,1,1,111,Lost Customers
14604,268,1,143,1,1,1,111,Lost Customers
14605,9,4,937,3,3,5,533,Potential Loyalists
14606,1,102,18704,5,5,5,555,Champions
14607,102,8,7568,5,4,2,245,At Risk
14608,14,7,1567,4,4,5,544,Champions
14609,25,6,884,3,4,4,443,Loyal Customers
14610,30,2,24,1,2,4,421,Potential Loyalists
14611,78,2,604,3,2,2,223,Hibernating
14612,50,1,877,3,1,3,313,Regular Customers
14613,315,1,76,1,1,1,111,Lost Customers
14614,21,1,295,2,1,4,412,New Customers
14615,29,5,951,3,3,4,433,Potential Loyalists
14616,20,2,121,1,2,4,421,Potential Loyalists
14617,37,2,190,1,2,3,321,Regular Customers
14618,11,4,788,3,3,5,533,Potential Loyalists
14619,176,1,896,3,1,1,113,Lost Customers
14621,146,4,1212,4,3,2,234,Hibernating
14623,15,5,1170,4,3,4,434,Potential Loyalists
14624,50,4,588,3,3,3,333,Regular Customers
14625,9,9,3598,5,4,5,545,Champions
14626,30,7,2619,5,4,4,445,Loyal Customers
14627,14,1,462,2,1,5,512,New Customers
14628,77,3,1326,4,3,2,234,Hibernating
14630,119,1,338,2,1,2,212,Lost Customers
14631,21,3,1018,4,3,4,434,Potential Loyalists
14634,72,4,2124,4,3,2,234,Hibernating
14635,88,1,215,1,1,2,211,Lost Customers
14637,312,1,106,1,1,1,111,Lost Customers
14639,43,3,1994,4,3,3,334,Regular Customers
14640,44,4,1541,4,3,3,334,Regular Customers
14643,252,3,986,3,3,1,133,Hibernating
14644,49,5,1416,4,3,3,334,Regular Customers
14645,269,1,279,2,1,1,112,Lost Customers
14646,9,78,248396,5,5,5,555,Champions
14647,158,1,276,2,1,2,212,Lost Customers
14648,51,15,4546,5,4,3,345,Regular Customers
14649,17,5,2358,5,3,4,435,Potential Loyalists
14650,223,1,62,1,1,1,111,Lost Customers
14651,29,7,1379,4,4,4,444,Loyal Customers
14653,148,5,1666,4,3,2,234,Hibernating
14654,373,1,246,1,1,1,111,Lost Customers
14655,23,3,1946,4,3,4,434,Potential Loyalists
14656,50,3,523,3,3,3,333,Regular Customers
14657,64,2,612,3,2,3,323,Regular Customers
14662,62,3,645,3,3,3,333,Regular Customers
14663,65,2,490,2,2,3,322,Regular Customers
14665,62,2,913,3,2,3,323,Regular Customers
14667,0,31,12685,5,5,5,555,Champions
14668,80,1,111,1,1,2,211,Lost Customers
14669,268,4,1973,4,3,1,134,Hibernating
14670,367,1,190,1,1,1,111,Lost Customers
14671,184,2,1127,4,2,1,124,Hibernating
14672,150,2,347,2,2,2,222,Hibernating
14673,2,3,1674,4,3,5,534,Potential Loyalists
14674,144,1,173,1,1,2,211,Lost Customers
14675,23,1,462,2,1,4,412,New Customers
14676,29,6,5808,5,4,4,445,Loyal Customers
14677,227,1,184,1,1,1,111,Lost Customers
14678,214,1,403,2,1,1,112,Lost Customers
14679,16,3,1289,4,3,4,434,Potential Loyalists
14680,6,43,28658,5,5,5,555,Champions
14681,22,3,376,2,3,4,432,Potential Loyalists
14682,63,4,1462,4,3,3,334,Regular Customers
14683,223,1,146,1,1,1,111,Lost Customers
14684,25,1,232,1,1,4,411,New Customers
14685,211,8,4619,5,4,1,145,At Risk
14686,49,5,885,3,3,3,333,Regular Customers
14687,35,2,773,3,2,4,423,Potential Loyalists
14688,8,8,2082,4,4,5,544,Champions
14690,27,2,422,2,2,4,422,Potential Loyalists
14692,15,8,1153,4,4,4,444,Loyal Customers
14693,60,6,992,4,4,3,344,Regular Customers
14694,252,1,244,1,1,1,111,Lost Customers
14695,154,3,1620,4,3,2,234,Hibernating
14696,8,2,688,3,2,5,523,Potential Loyalists
14699,70,3,593,3,3,3,333,Regular Customers
14700,50,2,880,3,2,3,323,Regular Customers
14701,77,6,2012,4,4,2,244,At Risk
14702,0,13,3462,5,4,5,545,Champions
14704,59,2,266,2,2,3,322,Regular Customers
14706,253,1,390,2,1,1,112,Lost Customers
14707,70,2,139,1,2,3,321,Regular Customers
14708,3,3,1085,4,3,5,534,Potential Loyalists
14709,14,12,3965,5,4,5,545,Champions
14710,14,9,1316,4,4,5,544,Champions
14712,53,1,411,2,1,3,312,Regular Customers
14713,0,11,2752,5,4,5,545,Champions
14714,42,3,746,3,3,3,333,Regular Customers
14715,77,4,973,3,3,2,233,Hibernating
14716,79,1,235,1,1,2,211,Lost Customers
14717,368,1,81,1,1,1,111,Lost Customers
14718,45,1,226,1,1,3,311,Regular Customers
14721,14,1,115,1,1,5,511,New Customers
14722,112,2,325,2,2,2,222,Hibernating
14723,6,7,934,3,4,5,543,Loyal Customers
14724,225,1,345,2,1,1,112,Lost Customers
14725,29,3,597,3,3,4,433,Potential Loyalists
14726,289,1,124,1,1,1,111,Lost Customers
14727,181,2,199,1,2,1,121,Hibernating
14728,48,1,190,1,1,3,311,Regular Customers
14729,8,3,593,3,3,5,533,Potential Loyalists
14732,27,11,2814,5,4,4,445,Loyal Customers
14733,2,4,6599,5,3,5,535,Potential Loyalists
14734,60,4,1056,4,3,3,334,Regular Customers
14735,23,24,6174,5,5,4,455,Loyal Customers
14736,120,2,401,2,2,2,222,Hibernating
14737,35,1,2389,5,1,4,415,New Customers
14738,195,2,507,3,2,1,123,Hibernating
14739,2,19,8385,5,4,5,545,Champions
14740,44,8,2712,5,4,3,345,Regular Customers
14741,7,2,497,2,2,5,522,Potential Loyalists
14742,70,1,579,3,1,3,313,Regular Customers
14743,227,1,50,1,1,1,111,Lost Customers
14744,1,8,2785,5,4,5,545,Champions
14745,136,7,1351,4,4,2,244,At Risk
14746,41,4,593,3,3,3,333,Regular Customers
14748,3,7,1736,4,4,5,544,Champions
14749,114,1,310,2,1,2,212,Lost Customers
14750,371,1,112,1,1,1,111,Lost Customers
14751,319,2,126,1,2,1,121,Hibernating
14753,95,1,306,2,1,2,212,Lost Customers
14754,60,4,912,3,3,3,333,Regular Customers
14755,16,14,4962,5,4,4,445,Loyal Customers
14756,17,2,1914,4,2,4,424,Potential Loyalists
